date,occupation,state,state_name,vacancies
2015-01-01,Software and Applications Programmers,WA,Western Australia,246.33
2015-02-01,Software and Applications Programmers,WA,Western Australia,252.67
2015-03-01,Software and Applications Programmers,WA,Western Australia,282.0
2015-04-01,Software and Applications Programmers,WA,Western Australia,270.0
2015-05-01,Software and Applications Programmers,WA,Western Australia,283.0
2015-06-01,Software and Applications Programmers,WA,Western Australia,278.33
2015-07-01,Software and Applications Programmers,WA,Western Australia,286.0
2015-08-01,Software and Applications Programmers,WA,Western Australia,279.0
2015-09-01,Software and Applications Programmers,WA,Western Australia,287.33
2015-10-01,Software and Applications Programmers,WA,Western Australia,290.33
2015-11-01,Software and Applications Programmers,WA,Western Australia,274.0
2015-12-01,Software and Applications Programmers,WA,Western Australia,234.33
2016-01-01,Software and Applications Programmers,WA,Western Australia,209.0
2016-02-01,Software and Applications Programmers,WA,Western Australia,217.0
2016-03-01,Software and Applications Programmers,WA,Western Australia,235.67
2016-04-01,Software and Applications Programmers,WA,Western Australia,235.67
2016-05-01,Software and Applications Programmers,WA,Western Australia,239.67
2016-06-01,Software and Applications Programmers,WA,Western Australia,251.67
2016-07-01,Software and Applications Programmers,WA,Western Australia,255.33
2016-08-01,Software and Applications Programmers,WA,Western Australia,257.33
2016-09-01,Software and Applications Programmers,WA,Western Australia,237.67
2016-10-01,Software and Applications Programmers,WA,Western Australia,243.33
2016-11-01,Software and Applications Programmers,WA,Western Australia,231.67
2016-12-01,Software and Applications Programmers,WA,Western Australia,217.33
2017-01-01,Software and Applications Programmers,WA,Western Australia,213.33
2017-02-01,Software and Applications Programmers,WA,Western Australia,223.33
2017-03-01,Software and Applications Programmers,WA,Western Australia,262.0
2017-04-01,Software and Applications Programmers,WA,Western Australia,253.67
2017-05-01,Software and Applications Programmers,WA,Western Australia,270.0
2017-06-01,Software and Applications Programmers,WA,Western Australia,260.33
2017-07-01,Software and Applications Programmers,WA,Western Australia,267.33
2017-08-01,Software and Applications Programmers,WA,Western Australia,258.67
2017-09-01,Software and Applications Programmers,WA,Western Australia,274.33
2017-10-01,Software and Applications Programmers,WA,Western Australia,303.0
2017-11-01,Software and Applications Programmers,WA,Western Australia,307.67
2017-12-01,Software and Applications Programmers,WA,Western Australia,283.67
2018-01-01,Software and Applications Programmers,WA,Western Australia,271.0
2018-02-01,Software and Applications Programmers,WA,Western Australia,270.67
2018-03-01,Software and Applications Programmers,WA,Western Australia,321.33
2018-04-01,Software and Applications Programmers,WA,Western Australia,327.33
2018-05-01,Software and Applications Programmers,WA,Western Australia,352.0
2018-06-01,Software and Applications Programmers,WA,Western Australia,333.67
2018-07-01,Software and Applications Programmers,WA,Western Australia,332.33
2018-08-01,Software and Applications Programmers,WA,Western Australia,328.33
2018-09-01,Software and Applications Programmers,WA,Western Australia,308.67
2018-10-01,Software and Applications Programmers,WA,Western Australia,328.67
2018-11-01,Software and Applications Programmers,WA,Western Australia,328.0
2018-12-01,Software and Applications Programmers,WA,Western Australia,315.0
2019-01-01,Software and Applications Programmers,WA,Western Australia,316.0
2019-02-01,Software and Applications Programmers,WA,Western Australia,312.33
2019-03-01,Software and Applications Programmers,WA,Western Australia,367.33
2019-04-01,Software and Applications Programmers,WA,Western Australia,360.33
2019-05-01,Software and Applications Programmers,WA,Western Australia,368.67
2019-06-01,Software and Applications Programmers,WA,Western Australia,336.33
2019-07-01,Software and Applications Programmers,WA,Western Australia,338.33
2019-08-01,Software and Applications Programmers,WA,Western Australia,329.33
2019-09-01,Software and Applications Programmers,WA,Western Australia,345.67
2019-10-01,Software and Applications Programmers,WA,Western Australia,344.67
2019-11-01,Software and Applications Programmers,WA,Western Australia,342.33
2019-12-01,Software and Applications Programmers,WA,Western Australia,303.0
2020-01-01,Software and Applications Programmers,WA,Western Australia,304.67
2020-02-01,Software and Applications Programmers,WA,Western Australia,310.67
2020-03-01,Software and Applications Programmers,WA,Western Australia,334.0
2020-04-01,Software and Applications Programmers,WA,Western Australia,268.33
2020-05-01,Software and Applications Programmers,WA,Western Australia,217.33
2020-06-01,Software and Applications Programmers,WA,Western Australia,194.0
2020-07-01,Software and Applications Programmers,WA,Western Australia,239.0
2020-08-01,Software and Applications Programmers,WA,Western Australia,275.67
2020-09-01,Software and Applications Programmers,WA,Western Australia,297.0
2020-10-01,Software and Applications Programmers,WA,Western Australia,305.0
2020-11-01,Software and Applications Programmers,WA,Western Australia,301.33
2020-12-01,Software and Applications Programmers,WA,Western Australia,287.33
2021-01-01,Software and Applications Programmers,WA,Western Australia,285.0
2021-02-01,Software and Applications Programmers,WA,Western Australia,294.0
2021-03-01,Software and Applications Programmers,WA,Western Australia,347.67
2021-04-01,Software and Applications Programmers,WA,Western Australia,355.67
2021-05-01,Software and Applications Programmers,WA,Western Australia,378.67
2021-06-01,Software and Applications Programmers,WA,Western Australia,378.0
2021-07-01,Software and Applications Programmers,WA,Western Australia,411.33
2021-08-01,Software and Applications Programmers,WA,Western Australia,433.33
2021-09-01,Software and Applications Programmers,WA,Western Australia,435.0
2021-10-01,Software and Applications Programmers,WA,Western Australia,428.0
2021-11-01,Software and Applications Programmers,WA,Western Australia,412.67
2021-12-01,Software and Applications Programmers,WA,Western Australia,378.67
2022-01-01,Software and Applications Programmers,WA,Western Australia,376.33
2022-02-01,Software and Applications Programmers,WA,Western Australia,391.67
2022-03-01,Software and Applications Programmers,WA,Western Australia,483.67
2022-04-01,Software and Applications Programmers,WA,Western Australia,477.33
2022-05-01,Software and Applications Programmers,WA,Western Australia,475.67
2022-06-01,Software and Applications Programmers,WA,Western Australia,420.67
2022-07-01,Software and Applications Programmers,WA,Western Australia,438.33
2022-08-01,Software and Applications Programmers,WA,Western Australia,453.67
2022-09-01,Software and Applications Programmers,WA,Western Australia,456.33
2022-10-01,Software and Applications Programmers,WA,Western Australia,454.33
2022-11-01,Software and Applications Programmers,WA,Western Australia,411.33
2022-12-01,Software and Applications Programmers,WA,Western Australia,353.33
2023-01-01,Software and Applications Programmers,WA,Western Australia,322.67
2023-02-01,Software and Applications Programmers,WA,Western Australia,318.67
2023-03-01,Software and Applications Programmers,WA,Western Australia,373.33
2023-04-01,Software and Applications Programmers,WA,Western Australia,376.0
2023-05-01,Software and Applications Programmers,WA,Western Australia,383.0
2023-06-01,Software and Applications Programmers,WA,Western Australia,367.0
2023-07-01,Software and Applications Programmers,WA,Western Australia,375.67
2023-08-01,Software and Applications Programmers,WA,Western Australia,373.33
2023-09-01,Software and Applications Programmers,WA,Western Australia,347.67
2023-10-01,Software and Applications Programmers,WA,Western Australia,341.33
2023-11-01,Software and Applications Programmers,WA,Western Australia,311.0
2023-12-01,Software and Applications Programmers,WA,Western Australia,275.33
2024-01-01,Software and Applications Programmers,WA,Western Australia,247.67
2024-02-01,Software and Applications Programmers,WA,Western Australia,252.33
2024-03-01,Software and Applications Programmers,WA,Western Australia,286.33
2024-04-01,Software and Applications Programmers,WA,Western Australia,304.0
2024-05-01,Software and Applications Programmers,WA,Western Australia,304.33
2024-06-01,Software and Applications Programmers,WA,Western Australia,288.67
2024-07-01,Software and Applications Programmers,WA,Western Australia,254.33
2024-08-01,Software and Applications Programmers,WA,Western Australia,245.0
2024-09-01,Software and Applications Programmers,WA,Western Australia,246.67
2024-10-01,Software and Applications Programmers,WA,Western Australia,252.0
2024-11-01,Software and Applications Programmers,WA,Western Australia,243.0
2024-12-01,Software and Applications Programmers,WA,Western Australia,210.33
2025-01-01,Software and Applications Programmers,WA,Western Australia,213.67
2025-02-01,Software and Applications Programmers,WA,Western Australia,204.33
2025-03-01,Software and Applications Programmers,WA,Western Australia,231.67
2025-04-01,Software and Applications Programmers,WA,Western Australia,227.0
2025-05-01,Software and Applications Programmers,WA,Western Australia,231.67
2025-06-01,Software and Applications Programmers,WA,Western Australia,226.33
2025-07-01,Software and Applications Programmers,WA,Western Australia,238.67
2025-08-01,Software and Applications Programmers,WA,Western Australia,234.33
2025-09-01,Software and Applications Programmers,WA,Western Australia,240.33
2025-10-01,Software and Applications Programmers,WA,Western Australia,225.67
2025-11-01,Software and Applications Programmers,WA,Western Australia,215.33
2025-12-01,Software and Applications Programmers,WA,Western Australia,181.67
2026-01-01,Software and Applications Programmers,WA,Western Australia,180.0
2026-02-01,Software and Applications Programmers,WA,Western Australia,187.0
2026-03-01,Software and Applications Programmers,WA,Western Australia,232.0
2006-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,64.61
2006-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,67.56
2006-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,74.66
2006-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,71.37
2006-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,75.61
2006-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,80.38
2006-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,100.29
2006-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,105.05
2006-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,98.19
2006-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,74.49
2007-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,65.71
2007-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,68.71
2007-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,79.71
2007-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,88.95
2007-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,87.97
2007-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,96.14
2007-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,111.92
2007-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,125.83
2007-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,126.5
2007-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,119.48
2007-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,122.5
2007-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,116.46
2008-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,118.69
2008-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,120.8
2008-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,127.54
2008-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,132.9
2008-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,130.14
2008-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,142.06
2008-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,147.49
2008-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,140.92
2008-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,130.17
2008-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,120.78
2008-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,115.28
2008-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,94.46
2009-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,76.91
2009-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,66.82
2009-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,65.17
2009-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,55.41
2009-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,53.6
2009-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,62.29
2009-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,72.41
2009-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,73.74
2009-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,68.72
2009-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,64.36
2009-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,71.27
2009-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,67.87
2010-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,62.77
2010-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,47.55
2010-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,56.13
2010-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,59.82
2010-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,64.48
2010-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,63.7
2010-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,73.1
2010-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,80.56
2010-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,85.34
2010-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,78.39
2010-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,74.99
2010-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,68.39
2011-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,70.62
2011-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,74.31
2011-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,83.39
2011-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,82.67
2011-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,80.24
2011-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,88.96
2011-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,103.2
2011-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,118.77
2011-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,108.56
2011-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,99.08
2011-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,86.27
2011-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,75.08
2012-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,77.03
2012-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,78.79
2012-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,90.48
2012-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,93.1
2012-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,97.77
2012-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,91.67
2012-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,95.27
2012-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,99.0
2012-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,105.33
2012-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,94.0
2012-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,87.67
2012-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,77.67
2013-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,77.0
2013-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,67.33
2013-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,68.33
2013-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,66.0
2013-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,64.33
2013-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,60.67
2013-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,56.0
2013-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,61.67
2013-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,67.33
2013-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,66.33
2013-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,56.67
2013-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,42.67
2014-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,46.33
2014-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,43.0
2014-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,51.33
2014-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,44.0
2014-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,47.0
2014-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,41.67
2014-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,42.33
2014-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,40.0
2014-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,45.0
2014-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,45.0
2014-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,47.67
2014-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,39.67
2015-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,37.33
2015-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,30.33
2015-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,30.33
2015-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,33.67
2015-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,37.33
2015-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,39.67
2015-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,38.33
2015-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,38.67
2015-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,35.33
2015-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,32.33
2015-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,27.67
2015-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,27.0
2016-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,22.67
2016-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,19.67
2016-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,22.0
2016-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,26.33
2016-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,29.67
2016-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,32.0
2016-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,30.33
2016-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,31.33
2016-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,28.67
2016-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,27.0
2016-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,27.67
2016-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,26.0
2017-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,30.33
2017-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,33.0
2017-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,35.67
2017-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,33.0
2017-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,32.33
2017-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,40.33
2017-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,45.67
2017-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,45.33
2017-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,37.0
2017-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,33.67
2017-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,32.0
2017-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,30.0
2018-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,29.33
2018-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,32.33
2018-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,36.33
2018-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,36.67
2018-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,41.67
2018-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,42.67
2018-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,46.33
2018-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,42.67
2018-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,44.67
2018-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,51.67
2018-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,50.67
2018-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,43.67
2019-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,41.33
2019-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,44.0
2019-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,52.67
2019-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,50.67
2019-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,53.33
2019-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,52.0
2019-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,56.67
2019-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,50.67
2019-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,56.0
2019-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,56.0
2019-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,60.0
2019-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,53.33
2020-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,55.0
2020-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,56.0
2020-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,58.33
2020-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,45.0
2020-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,39.33
2020-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,33.67
2020-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,38.67
2020-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,41.33
2020-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,43.67
2020-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,48.0
2020-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,48.33
2020-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,46.0
2021-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,41.0
2021-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,42.67
2021-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,49.33
2021-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,53.0
2021-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,53.33
2021-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,50.67
2021-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,56.0
2021-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,62.33
2021-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,74.67
2021-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,71.33
2021-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,65.33
2021-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,52.33
2022-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,55.33
2022-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,61.0
2022-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,76.33
2022-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,79.67
2022-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,86.0
2022-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,83.0
2022-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,85.67
2022-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,86.0
2022-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,83.0
2022-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,82.33
2022-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,81.33
2022-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,77.0
2023-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,75.33
2023-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,77.0
2023-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,84.0
2023-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,79.33
2023-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,72.33
2023-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,70.33
2023-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,71.0
2023-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,74.0
2023-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,70.33
2023-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,70.67
2023-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,72.67
2023-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,68.67
2024-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,68.33
2024-02-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,71.33
2024-03-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,71.0
2024-04-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,74.33
2024-05-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,68.0
2024-06-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,66.67
2024-07-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,58.33
2024-08-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,51.67
2024-09-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,57.67
2024-10-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,60.0
2024-11-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,57.0
2024-12-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,47.33
2025-01-01,"Database and Systems Administrators, and ICT Security Specialists",WA,Western Australia,45.33
